id,uri,titulo,idLegislatura,data_captura
54553,https://dadosabertos.camara.leg.br/api/v2/frentes/54553,Frente Parlamentar Mista em Defesa do Patrimônio Histórico e Cultural Brasileiro,57,2026-06-01 00:27:01
54550,https://dadosabertos.camara.leg.br/api/v2/frentes/54550,Frente Parlamentar Mista Brasil - Portugal,57,2026-06-01 00:27:01
54555,https://dadosabertos.camara.leg.br/api/v2/frentes/54555,Frente Parlamentar do MERCOSUL,57,2026-06-01 00:27:01
54548,https://dadosabertos.camara.leg.br/api/v2/frentes/54548,"Frente Parlamentar da Engenharia, Infraestrutura e Desenvolvimento Nacional",57,2026-06-01 00:27:01
54552,https://dadosabertos.camara.leg.br/api/v2/frentes/54552,Frente Parlamentar Mista em Defesa dos Fretadores - FrenFret,57,2026-06-01 00:27:01
54554,https://dadosabertos.camara.leg.br/api/v2/frentes/54554,Frente Parlamentar Mista da Economia Criativa - FECriativa,57,2026-06-01 00:27:01
54546,https://dadosabertos.camara.leg.br/api/v2/frentes/54546,Frente Parlamentar Mista em Defesa do Saneamento Público,57,2026-06-01 00:27:01
54549,https://dadosabertos.camara.leg.br/api/v2/frentes/54549,Frente Parlamentar da Telemedicina,57,2026-06-01 00:27:01
54539,https://dadosabertos.camara.leg.br/api/v2/frentes/54539,Frente Parlamentar do Táxi,57,2026-06-01 00:27:01
54543,https://dadosabertos.camara.leg.br/api/v2/frentes/54543,Frente Parlamentar Mista pela Educação no Campo - FPMEDOC,57,2026-06-01 00:27:01
54551,https://dadosabertos.camara.leg.br/api/v2/frentes/54551,"Frente Parlamentar em Defesa da Tarifa Zero - Transporte Público, Gratuito e de Qualidade",57,2026-06-01 00:27:01
54542,https://dadosabertos.camara.leg.br/api/v2/frentes/54542,Frente Parlamentar pelo Desenvolvimento da Agroecologia e Produção Orgânica,57,2026-06-01 00:27:01
54538,https://dadosabertos.camara.leg.br/api/v2/frentes/54538,Frente Parlamentar em Defesa da Vida e da Família,57,2026-06-01 00:27:01
54544,https://dadosabertos.camara.leg.br/api/v2/frentes/54544,Frente Parlamentar Mista do Artesão e Apoio do Artesanato Brasileiro,57,2026-06-01 00:27:01
54536,https://dadosabertos.camara.leg.br/api/v2/frentes/54536,Frente Parlamentar em Defesa da Extensão da BR-448,57,2026-06-01 00:27:01
54547,https://dadosabertos.camara.leg.br/api/v2/frentes/54547,Frente Parlamentar em Defesa das Cooperativas e Pequenos Laticínios do Brasil com Leite Nacional e da Pecuária Leiteira Brasileira (FPDCPLB),57,2026-06-01 00:27:01
54540,https://dadosabertos.camara.leg.br/api/v2/frentes/54540,Frente Parlamentar Mista para o Desenvolvimento da Navegação Interior,57,2026-06-01 00:27:01
54556,https://dadosabertos.camara.leg.br/api/v2/frentes/54556,"Frente Parlamentar Mista pela Defesa do Sistema de Proteção Social e valorização dos Agentes Comunitários de Saúde e dos Agentes de Combate às Endemias, ACS e ACE",57,2026-06-01 00:27:01
54532,https://dadosabertos.camara.leg.br/api/v2/frentes/54532,Frente Parlamentar em Defesa da Carnaúba,57,2026-06-01 00:27:01
54534,https://dadosabertos.camara.leg.br/api/v2/frentes/54534,Frente Parlamentar Mista dos Técnicos Agrícolas,57,2026-06-01 00:27:01
54521,https://dadosabertos.camara.leg.br/api/v2/frentes/54521,Frente Parlamentar Mista em Defesa da Amazônia,57,2026-06-01 00:27:01
54522,https://dadosabertos.camara.leg.br/api/v2/frentes/54522,Frente Parlamentar Mista Brasil - Itália,57,2026-06-01 00:27:01
54533,https://dadosabertos.camara.leg.br/api/v2/frentes/54533,Frente Parlamentar Mista Brasil-África com participação Popular de Enfrentamento ao Racismo,57,2026-06-01 00:27:01
54535,https://dadosabertos.camara.leg.br/api/v2/frentes/54535,Frente Parlamentar em Defesa dos Trabalhadores por Aplicativo,57,2026-06-01 00:27:01
54527,https://dadosabertos.camara.leg.br/api/v2/frentes/54527,Frente Parlamentar Mista de Combate ao Trabalho Infantil e de Estímulo à Aprendizagem,57,2026-06-01 00:27:01
54523,https://dadosabertos.camara.leg.br/api/v2/frentes/54523,Frente Parlamentar Mista da Optometria,57,2026-06-01 00:27:01
54531,https://dadosabertos.camara.leg.br/api/v2/frentes/54531,Frente Parlamentar Mista PROSUL,57,2026-06-01 00:27:01
54501,https://dadosabertos.camara.leg.br/api/v2/frentes/54501,Frente Parlamentar do Cooperativismo (Frencoop),57,2026-06-01 00:27:01
54508,https://dadosabertos.camara.leg.br/api/v2/frentes/54508,Frente Parlamentar em Defesa da Duplicação da BR - 235,57,2026-06-01 00:27:01
54424,https://dadosabertos.camara.leg.br/api/v2/frentes/54424,Frente Parlamentar em Defesa dos Oficiais de Justiça,57,2026-06-01 00:27:01
54514,https://dadosabertos.camara.leg.br/api/v2/frentes/54514,Frente Parlamentar Mista em Defesa dos Direitos da População em Situação de Rua,57,2026-06-01 00:27:01
54504,https://dadosabertos.camara.leg.br/api/v2/frentes/54504,Frente Parlamentar Mista das Profissões do Sistema Confea/Crea e Mútua,57,2026-06-01 00:27:01
54515,https://dadosabertos.camara.leg.br/api/v2/frentes/54515,Frente Parlamentar Mista em Defesa da Reforma Psiquiátrica e da Luta Antimanicomial,57,2026-06-01 00:27:01
54528,https://dadosabertos.camara.leg.br/api/v2/frentes/54528,Frente Parlamentar do Norte,57,2026-06-01 00:27:01
54529,https://dadosabertos.camara.leg.br/api/v2/frentes/54529,Frente Parlamentar em Defesa do Ciclista,57,2026-06-01 00:27:01
54525,https://dadosabertos.camara.leg.br/api/v2/frentes/54525,Frente Parlamentar das Cooperativas de Transportes Rodoviário de Cargas - FreCoopTRC,57,2026-06-01 00:27:01
54526,https://dadosabertos.camara.leg.br/api/v2/frentes/54526,Frente Parlamentar Mista em Defesa do Movimento Hip Hop,57,2026-06-01 00:27:01
54517,https://dadosabertos.camara.leg.br/api/v2/frentes/54517,Frente Parlamentar Mista em Defesa dos Saberes Tradicionais e das Práticas Integrativas e Complementares em Saúde no SUS,57,2026-06-01 00:27:01
55590,https://dadosabertos.camara.leg.br/api/v2/frentes/55590,Frente Parlamentar Mista por Cidadania e Direitos LGBTI+,57,2026-06-01 00:27:01
54511,https://dadosabertos.camara.leg.br/api/v2/frentes/54511,Frente Parlamentar Mista em Apoio às Rádios Comunitárias,57,2026-06-01 00:27:01
54516,https://dadosabertos.camara.leg.br/api/v2/frentes/54516,Frente Parlamentar em Defesa das Guardas Municipais,57,2026-06-01 00:27:01
54513,https://dadosabertos.camara.leg.br/api/v2/frentes/54513,Frente Parlamentar pelo Fortalecimento do SAMU - Serviço de Atendimento Móvel de Urgência.,57,2026-06-01 00:27:01
54497,https://dadosabertos.camara.leg.br/api/v2/frentes/54497,Frente Parlamentar Mista em Apoio ao Bambu - Frente do Bambu,57,2026-06-01 00:27:01
54502,https://dadosabertos.camara.leg.br/api/v2/frentes/54502,Frente Parlamentar Mista em Defesa da Tradição e Cultura Gaúcha,57,2026-06-01 00:27:01
